Product_ID,PROD0001,PROD0002,PROD0003,PROD0004,PROD0005,PROD0006,PROD0007,PROD0008,PROD0009,PROD0010,PROD0011,PROD0012,PROD0013,PROD0014,PROD0015,PROD0016,PROD0017,PROD0018,PROD0019,PROD0020,PROD0021,PROD0022,PROD0023,PROD0024,PROD0025,PROD0026,PROD0027,PROD0028,PROD0029,PROD0030,PROD0031,PROD0032,PROD0033,PROD0034,PROD0035,PROD0036,PROD0037,PROD0038,PROD0039,PROD0040,PROD0041,PROD0042,PROD0043,PROD0044,PROD0045,PROD0046,PROD0047,PROD0048,PROD0049,PROD0050,PROD0051,PROD0052,PROD0053,PROD0054,PROD0055,PROD0056,PROD0057,PROD0058,PROD0059,PROD0060,PROD0061,PROD0062,PROD0063,PROD0064,PROD0065,PROD0066,PROD0067,PROD0068,PROD0069,PROD0070,PROD0071,PROD0072,PROD0073,PROD0074,PROD0075,PROD0076,PROD0077,PROD0078,PROD0079,PROD0080,PROD0081,PROD0082,PROD0083,PROD0084,PROD0085,PROD0086,PROD0087,PROD0088,PROD0089,PROD0090,PROD0091,PROD0092,PROD0093,PROD0094,PROD0095,PROD0096,PROD0097,PROD0098,PROD0099,PROD0100,PROD0101,PROD0102,PROD0103,PROD0104,PROD0105,PROD0106,PROD0107,PROD0108,PROD0109,PROD0110,PROD0111,PROD0112,PROD0113,PROD0114,PROD0115,PROD0116,PROD0117,PROD0118,PROD0119
PROD0001,1.0000000000000002,0.11048702467039545,0.05520426843135085,0.11456439768534965,0.08022832255088877,0.07192850565643974,0.09516783708228063,0.0776326683888774,0.07501273555593416,0.08656228011129029,0.11634265854085725,0.10783731784297845,0.05668588475780748,0.03900054509601862,0.07147298447631494,0.060466332984487677,0.0495538850210768,0.07691060862848367,0.09161696655081564,0.08282695958150695,0.0912278473653806,0.10476368595618239,0.08911262719435688,0.09599184809946568,0.06856666655458699,0.04841271807046364,0.0832854178083476,0.07478775883396886,0.058775242266728644,0.07275899943293233,0.04828064252937492,0.05417946289656653,0.11197221210515279,0.06880762304059639,0.06926579040514687,0.07682421974755962,0.06551859903024404,0.06749945308017609,0.064495926291051,0.07724158913920139,0.06678190918087093,0.056364218641629986,0.1153138845082335,0.0879627824720048,0.07848288371120539,0.06419119207724029,0.06412011569348329,0.043894954369671904,0.08102250107872946,0.0640589609728381,0.07774876206600102,0.08679609561573967,0.054971442733259615,0.06922467817401931,0.1509146811758852,0.13332131644958733,0.0717194290855952,0.06179844834219068,0.08688052007993391,0.04803401324630779,0.053762135149446624,0.05763404586383504,0.07999987519064376,0.054527970613714026,0.07993482913891617,0.06577194004312474,0.06962971274551119,0.07882871306211396,0.09588687981146667,0.0985158219181123,0.08938737492487481,0.07567044361026108,0.05145127724802474,0.08885614690817957,0.07990868426072892,0.08681226811450793,0.06705645592570635,0.10916945358712098,0.11301944915156409,0.09130218286350872,0.11685151065180474,0.11698999395546246,0.09494433101048855,0.0923735861573422,0.10837704753015967,0.12651526708409042,0.07461413815355987,0.08880001841579026,0.09705248717466237,0.06331875999146203,0.08601581865106123,0.09295671583238489,0.10390423347414988,0.08551839204533404,0.0842033507144394,0.06141635204349292,0.06787058526952705,0.05572005286040733,0.06276073924693695,0.070548164429989,0.09856394008400343,0.0674161291106229,0.10026457387367367,0.06301697976906706,0.07776024229271317,0.09110403084660612,0.0950958787403246,0.13125064226133862,0.07847520048736932,0.14548603638318242,0.07954519392243932,0.09441535683787408,0.09377354581801352,0.0884506187008796,0.0401601028099948,0.1078927764920492,0.10392305287078962,0.042132876270304966,0.06436556000327157
PROD0002,0.11048702467039545,1.0,0.06560477623421128,0.08912564252134135,0.07086899411866347,0.10541947921357299,0.08434992800063085,0.11798184880306536,0.10143388027326,0.08111083641972817,0.05248036278842609,0.10859692770433436,0.07646646975993844,0.07353513821020168,0.0783491949942233,0.07456132944593037,0.07874451980580485,0.09822724897851255,0.05553014582650526,0.08067621025106989,0.08593514335028352,0.0808746408676071,0.089612181085496,0.09732524230557842,0.07927135844614203,0.09630248044094165,0.11851415922575065,0.13206476339304918,0.16540929839797697,0.1062485487943404,0.09735251789598201,0.06246966919880566,0.09258832073763036,0.13905419454618126,0.09381939273728249,0.08460195411326155,0.10664133654731363,0.06630820257419678,0.1093401396598186,0.11184635529116622,0.07101135435625816,0.08173766578202575,0.10861942508478335,0.11256999731407714,0.09735040190693792,0.07109673988774304,0.05625515822068058,0.09557610750484216,0.0801280883010493,0.07827057336297441,0.059132483193456334,0.10999248518656202,0.1354112354870091,0.12033694069808414,0.03931496466702057,0.0872306545307443,0.0958852231816508,0.14453785730273003,0.05842892214338311,0.10349591708240145,0.03772138920001602,0.0869204263362928,0.08741109797934804,0.10137270186014269,0.11552384450158407,0.0986541903995528,0.09759109535386237,0.11715220520542197,0.08044700757060227,0.0443959302577543,0.11130791013218785,0.09073835363886129,0.10657812189078159,0.0715183701328484,0.06461221514215311,0.07100808316184921,0.11763105960584164,0.054659720329535304,0.05931742381491794,0.1223762836795281,0.07334062220359637,0.09270959210371499,0.0718451815790819,0.09704315123169477,0.06855235289208741,0.1115395277122494,0.06699444658101689,0.1255969701592523,0.07188491289409653,0.11326624826231768,0.1216344067530285,0.08324509646957967,0.13067627605483323,0.1260083159242667,0.09552501919828962,0.08926435026991428,0.0863619776323049,0.08862561978026337,0.15465209683903047,0.07253484391597097,0.07052001861697163,0.07478734108326528,0.09219138994818134,0.08986457774275254,0.04836400608988952,0.1482281684993657,0.10175403696352767,0.08828388400431308,0.10520974185807194,0.11762435760642052,0.06973147656666145,0.07620155203355795,0.10079673290595216,0.08353940043923787,0.09222624299608369,0.08323004499979658,0.09068002254954233,0.09098121263452286,0.06779199867950919
PROD0003,0.05520426843135085,0.06560477623421128,1.0,0.061260934654672416,0.0472498623295304,0.08606145512283038,0.05706814676552203,0.17877942528749421,0.1219499946020279,0.06981082900082684,0.13568328124448606,0.06883266447143302,0.08153475168495422,0.13170565551353794,0.08740103119789629,0.0791283208318512,0.07988222010930464,0.07229380863730686,0.11874682399945177,0.05963593608074265,0.09262162501584732,0.07690369102578848,0.05958763844077501,0.09368884958852036,0.05195780002248496,0.13265005951104816,0.03903371006035497,0.10159869756786691,0.05896643168922761,0.0917116159917082,0.06195700059500453,0.07870569110129906,0.06481194807628435,0.036769811404660006,0.08606197005152595,0.09258339819825853,0.0860757716285559,0.10878863144783885,0.1182224905151037,0.06117276065107343,0.07825407697139607,0.07692182603609253,0.10285531770943868,0.08977127912453169,0.09577142909856931,0.0974688559667335,0.128207158898735,0.065760750478966,0.10815292855736253,0.10144215423922731,0.06995304682122881,0.1015057910441243,0.07889687694878882,0.10283772290222716,0.10125226419202862,0.027048633707395665,0.05673106546308656,0.07249736120722866,0.045820694324916374,0.07732283495327051,0.08081563119660476,0.053428221099281595,0.06285519560754449,0.07161081505505953,0.05847791211212947,0.0934660812296198,0.11261927717144203,0.11558523049716504,0.0923258672441935,0.10901066520551796,0.07850464769577402,0.07341814316138498,0.05919627796043797,0.0760813407762791,0.07609826007617641,0.08661747632241969,0.0752945019926739,0.07298147116938603,0.042407671196613,0.07103151218997539,0.04767560969890933,0.08711445245514035,0.1522800852048275,0.06205135152466215,0.06985872297053404,0.0810903344922984,0.07601624878873894,0.10923807282601275,0.07823976326941745,0.07811589936662298,0.04930609578312818,0.07162353918491267,0.10153679876261103,0.10793438048119355,0.08771446012455332,0.026689235998405444,0.07363200750920032,0.09816002800912998,0.06346355569610561,0.08873674584691574,0.12532360533979484,0.07098121548535738,0.06935747771650849,0.06544260526147161,0.05631945968759025,0.06911582428623095,0.07874299083314312,0.11067274370565475,0.07731786197587306,0.12463478617259356,0.10490710996657768,0.07599264105201786,0.11218852258639238,0.11716846898464094,0.05061041596874358,0.1117288176537186,0.08151324256626097,0.07561925771051584,0.11342194181518064
PROD0004,0.11456439768534965,0.08912564252134135,0.061260934654672416,1.0,0.09870730951866766,0.06325757857362345,0.050283880272536136,0.06372853382078152,0.08174005983436564,0.0544452035292603,0.07229790048587195,0.11475907319225717,0.0944750439715992,0.0980945847303876,0.08240949257138155,0.10876631503199413,0.05294094471017798,0.08073923906262379,0.06403321187637345,0.07673124896852568,0.09890640376019526,0.042221549977643096,0.11949182057686805,0.10718796381441921,0.06933507153216623,0.087056419405148,0.12419477612508324,0.10586116029472034,0.04875518765829383,0.16628178680871036,0.08016596499271494,0.11932240785760234,0.0963300902950008,0.1175382109082552,0.09302381038996703,0.0880783668987414,0.03125853459592695,0.09435169754960546,0.0978093005084114,0.07326219471534604,0.04114469379411744,0.06605925921167384,0.08890963104501616,0.0955372391454067,0.09667738470010423,0.04161119373650957,0.09066781404455582,0.1089904900884412,0.07273146795488608,0.07078434728443227,0.10772845687081503,0.0896198418211376,0.08975110966162762,0.09475645438010706,0.0850490759803346,0.054007817486732154,0.10056016401837282,0.10570565718427641,0.06637630223285365,0.08733982576083724,0.10582351192822848,0.07844380472139,0.05567917204439125,0.0616589747738167,0.059917566642896304,0.06177237098988434,0.06819514280000225,0.1272646222929695,0.11180350207268126,0.062124001535287326,0.05744432726212554,0.10403559188344996,0.10697210894567716,0.08457623872519944,0.08139980397047755,0.04330254947547341,0.07703881494259525,0.07470484278693985,0.05002018488494906,0.06792923019455951,0.05323073545406071,0.13949714995737408,0.10618472163283313,0.10465456319536807,0.0841872483927106,0.13636709709536585,0.05911613560626798,0.1308538105469613,0.09627320487801994,0.03273879208887844,0.07210133041773834,0.13697588595035995,0.09525880551370301,0.06382162624164386,0.06871109980021811,0.12468831686076494,0.12842127344184293,0.04095137164049005,0.049999988018676014,0.07670766414648458,0.07423172935094934,0.09040243973215999,0.07347169527088919,0.13218764766565871,0.10315886513008447,0.09966688021126341,0.0750335101189994,0.10936085983170722,0.053946949731281134,0.06030437613645631,0.06137147894520712,0.052519959237365445,0.08115540728304721,0.06242721388107269,0.11066753787821894,0.04383445126033685,0.13333092808672825,0.07578370471937193,0.0928350095552563
PROD0005,0.08022832255088877,0.07086899411866347,0.0472498623295304,0.09870730951866766,0.9999999999999999,0.05119987045472367,0.06636119436244062,0.09748617651103156,0.07111598075263269,0.09800220219591049,0.07890808618146242,0.07069710152842291,0.09273283179835293,0.04359796505274631,0.08119965018953715,0.11312245729416506,0.06829029716264906,0.1011004311806809,0.10268953928037483,0.0767531293772408,0.06358749918491784,0.12889815307412783,0.11197335260043989,0.056946108437390466,0.05178879979514016,0.08034419313184722,0.10477612292959697,0.08795322088695795,0.08097347567030755,0.10036167818300842,0.07554354137023309,0.05541704655836706,0.09475097126441465,0.09300437888700328,0.06319238439258298,0.06416169904582,0.052086737561549024,0.05114030743633319,0.13100540484073286,0.04695829152119611,0.09669358714985517,0.061244246769238224,0.09253266446730969,0.08616680536616252,0.058509743660329364,0.03975857619800777,0.10752976323213935,0.08960420785456052,0.03373082354729241,0.05932453035906372,0.09401836422578497,0.04660500876678963,0.12145279741554717,0.07359085196321179,0.11356290022635615,0.10864823199475074,0.07672537979918448,0.09734242284772202,0.10733931764005952,0.0545085320605068,0.09490495260884865,0.07928867005370344,0.07732117007100908,0.08440190004900573,0.0972345784695181,0.05845722434898144,0.13462959940752994,0.08502159193237889,0.0941425923517375,0.048971425472163294,0.08311165041512578,0.07874268172064766,0.09717405005417534,0.09381034609323895,0.08058705039459542,0.127655299298556,0.09495828252255027,0.07044690668418237,0.11790650807329457,0.13154258448552136,0.14517785236333944,0.10856029733720207,0.09847533331633021,0.08111307840025025,0.08848473930596874,0.10876846579844722,0.07599687166863997,0.08094206274003596,0.11589339649845855,0.06133010772292656,0.06052683485124358,0.1011790779397997,0.06577668950691289,0.110314525480736,0.06256673831664639,0.07759743621263167,0.09458833504617359,0.14003882601513104,0.06687361934405296,0.09182084654724663,0.10828196462201445,0.08661790673527318,0.10841835004904617,0.08874974987676139,0.14163996728783967,0.10864146538875485,0.08984395387157212,0.07665740887935486,0.08439772561492263,0.10210111014759132,0.10348001511736328,0.13042567781671985,0.07393520655370055,0.057665217215740465,0.08258031038774477,0.05238848199222347,0.11127466186467282,0.09796440471058879,0.06814086540246286
PROD0006,0.07192850565643974,0.10541947921357299,0.08606145512283038,0.06325757857362345,0.05119987045472367,0.9999999999999999,0.07243282698522173,0.07336231811244229,0.11896834899794852,0.08221703088887652,0.132343512983073,0.12179722017462366,0.07747813320215634,0.1296085378079598,0.11166700379824215,0.07247585404571547,0.13294300172604787,0.08117814539512398,0.0561259883428734,0.10768970742835414,0.0948873571831903,0.059255838982596,0.1289698667090982,0.09278743346760471,0.0891452085050817,0.08599313623653436,0.10892890443992603,0.10810386636988757,0.13371219753248578,0.09412050118848182,0.12079811948894073,0.09808145676183447,0.0768266964653977,0.06683129195742,0.09917520784630306,0.07789450240398595,0.12223477007679413,0.024800562582459905,0.12078003384388186,0.03948908939728151,0.08119652306744861,0.055569871842226226,0.08646844397257383,0.09287509672677124,0.082798625927725,0.07562860679090777,0.07019808343931559,0.08620679775661531,0.06169976951706398,0.11200620144240805,0.08585775362889407,0.053661677678729536,0.07548268437009781,0.09533636132058558,0.0723483729485442,0.07751551465565394,0.09036175526806814,0.09808207249129318,0.0822806977049046,0.06068587058517681,0.07367037443316746,0.0798038040631346,0.08121903291368308,0.10058249776201601,0.10039830680418523,0.08908226326478814,0.0799874041140844,0.060133259800604764,0.08050994464012749,0.069462916697938,0.08438783499654727,0.053555874444384304,0.10777757937739604,0.0674713174520743,0.07662524000500905,0.10173913868998152,0.05512938667301489,0.09805692672605673,0.05812973040980749,0.09937898213894905,0.08728305224273437,0.144269573852824,0.027224409869323733,0.04807308365267438,0.09809785971483183,0.09299021122820395,0.07811785274220143,0.11655363261967505,0.08415396710203983,0.09106053386164731,0.08947613414492146,0.08908315147713632,0.062432181202410716,0.0659786210126007,0.12231181074270629,0.04734035637082471,0.07207614167962538,0.1129576535312259,0.05192568398815691,0.08192636801052576,0.0670392455790585,0.11633294650939688,0.08215115128022081,0.09728211472730237,0.08393435069159964,0.08196745618474213,0.08536613317363995,0.10058221387680791,0.09998477499194487,0.07776522354730336,0.10078782240940687,0.0831316111168016,0.08385742946382471,0.08851174916408111,0.0761763831801412,0.0719092332160184,0.10784270441885602,0.08456849147746381,0.08170547039008062
PROD0007,0.09516783708228063,0.08434992800063085,0.05706814676552203,0.050283880272536136,0.06636119436244062,0.07243282698522173,1.0000000000000002,0.0649295440740598,0.07729247499053311,0.09225683684498225,0.1218467182111475,0.05867276929973583,0.10445059887197065,0.09048574320686735,0.08568915671301083,0.10418684235499218,0.0960366411102277,0.032375475404149597,0.08178362759410295,0.05800534324577113,0.07364326828330836,0.06310227102011458,0.13744402553173277,0.05891655478035581,0.08035079549393812,0.13307736701051887,0.0973216786870617,0.08255491213761347,0.09127006796212303,0.05406117315750377,0.0879470336176597,0.06272323853263262,0.057776716186131304,0.12469761903390197,0.09316259650446534,0.0709080055561688,0.058155467073684394,0.07032422657236576,0.03945491089729751,0.046591316184155365,0.06547516626666938,0.0975563510564741,0.1026477205708174,0.06577428021721778,0.07837304201170221,0.03498750099658715,0.06368311098270484,0.077361958381794,0.08045419370115313,0.05203188544925085,0.08639566204092786,0.10086817875098604,0.07799282731005758,0.11146442881152113,0.07133587294760932,0.06961891809652045,0.0743133383835471,0.09960584921585425,0.09314519694184263,0.07539598411889596,0.12816935556818543,0.0808853583246478,0.0766853823546173,0.05529508243872329,0.14597940306354742,0.04795381637548635,0.10309951260567694,0.05665857946477715,0.0716488485015221,0.08902012138790714,0.05631672996219749,0.05544106364371103,0.0651611647719518,0.07808217136535164,0.07386460510371257,0.06016937028445568,0.07401847633895026,0.12569317958206336,0.07839829521636274,0.05462690383517486,0.04715014488309338,0.10729750621760573,0.11046537134051063,0.10109766016802117,0.05356117267970409,0.10182652756956852,0.11466986048502273,0.054862119117542116,0.032103121196729326,0.06644257736448184,0.04465092081751646,0.09295988951574805,0.09597927784637615,0.10128451841265837,0.1121585134785975,0.08145246046517132,0.046834211311502436,0.09148380709005807,0.11165696119949584,0.07733780371646466,0.06301790763421274,0.0547567052399217,0.06457437629525505,0.1270645489965406,0.12002279855602299,0.07787472316559545,0.04779013729375913,0.04384929792545701,0.09151920124961764,0.085667221850406,0.07079785040747935,0.04498241416414894,0.08201850590391842,0.07503353359829162,0.05921411347234243,0.09160146690459124,0.0937695518444629,0.0950121981200027,0.07225547898070174
PROD0008,0.0776326683888774,0.11798184880306536,0.17877942528749421,0.06372853382078152,0.09748617651103156,0.07336231811244229,0.0649295440740598,0.9999999999999999,0.06979407110755052,0.07386747251092697,0.08485654378233487,0.06831439452460976,0.09054342631234709,0.06763401483409338,0.07614201446563407,0.10771341231886443,0.10233086653192355,0.07836579173386832,0.1025929418483929,0.03925418340904468,0.09316723271545367,0.07995954091736693,0.08111520278399767,0.04594172213191477,0.0661346236736639,0.0633373480830971,0.10041513263563354,0.07871677369107564,0.047250962616829865,0.1172744272570035,0.09588229271347938,0.0843530297217512,0.04794771926307768,0.09276568824359302,0.08545907852324813,0.06598043346716545,0.04665643259590603,0.07423313709174639,0.08835307351232063,0.06644784871026271,0.06547440076157679,0.05378502668994088,0.07219121685849063,0.06944426877318131,0.11164207711147074,0.04239899155540751,0.11851942092115811,0.06314831686033603,0.06782533843729213,0.09836617412514724,0.07448027033814858,0.033301623227759716,0.113480799847308,0.05837932193538084,0.06639719907459714,0.03716959708375141,0.06912368330487044,0.08802824493651606,0.08099255923334911,0.05240909990820439,0.0734871911087118,0.07708031037642124,0.11423121945871148,0.07065736751633583,0.09027339198462127,0.12830457572836307,0.0882119271269087,0.0783478781368964,0.1379115530873089,0.09616754329088367,0.11893180595286801,0.07224448874541264,0.07159794535931092,0.0889573842097002,0.037127545896016884,0.097925594531438,0.07745070978756392,0.10180743497705153,0.08405407836540724,0.08587224109792219,0.09914737937439783,0.11264370680047611,0.09768565665885315,0.10523281613962149,0.053573917383390554,0.1236831666326334,0.139871160499741,0.10104760215033728,0.16319987743322806,0.07020245730825289,0.09290367118167481,0.07402655185374983,0.06439558598117776,0.07341577322126286,0.11456502973151984,0.08124017520020824,0.0646605778088236,0.07409553389752958,0.09085215090293536,0.08914369779008365,0.06804107605435034,0.13930218018453389,0.12001529475794293,0.08164852705382541,0.08258792551853508,0.08629689855312955,0.10757104524605858,0.09517742672566797,0.12259594920008476,0.06695303987783438,0.08630909972890428,0.07374937492274423,0.08542681524248713,0.07442921393747984,0.06659478152308186,0.11981127855250946,0.06745587872643335,0.07385449569861097,0.12518689932254676
PROD0009,0.07501273555593416,0.10143388027326,0.1219499946020279,0.08174005983436564,0.07111598075263269,0.11896834899794852,0.07729247499053311,0.06979407110755052,1.0,0.0928397987462164,0.11890592360605415,0.09331652061220382,0.08656794572349771,0.07142968140472651,0.06356805533872915,0.095212164843291,0.05424284330920759,0.0645878313192713,0.08638162213281424,0.08796293223509631,0.08431440980269252,0.09510224671768283,0.09088511478188024,0.12633338038091882,0.09832684206186475,0.09305372914017244,0.09914007966015785,0.10942883739045811,0.08860229016617924,0.0876048741503011,0.07899842753439472,0.09806008384397466,0.0684651485254884,0.050972717150634075,0.1473711911859134,0.1072989099074107,0.11272226324707023,0.1039588868783616,0.125178733191933,0.050307862639877764,0.052309569339105626,0.045616691096549575,0.08165410837566768,0.09644051416932911,0.0769470245395149,0.08258029226950157,0.05892515037118859,0.1156552133131337,0.11784157228882762,0.0720764825428992,0.05973185205838814,0.09596855162530987,0.08611510274594925,0.04410908358101891,0.08697893714374647,0.07170032846739292,0.07083274186811028,0.08035661328211494,0.04001452314119087,0.1580839083989014,0.04926176190931511,0.128554681973694,0.052552257764229365,0.12438499886813983,0.08554953859597203,0.08565363718046179,0.06343025779965714,0.10407421307877804,0.04684840916954606,0.09467004100203254,0.060859308017334156,0.06562998448960834,0.08374370775648288,0.10225380676807451,0.1107923601902337,0.04500053986084905,0.06159722177129645,0.09109385518054869,0.08394563473241712,0.09806488073535008,0.053677914745214036,0.07914129305868806,0.12656229231456081,0.08405125455546787,0.04920335353592048,0.05697033228266118,0.10062861531375929,0.05716905257513846,0.09230620613134494,0.1407553453090038,0.08603785525561912,0.08356700186198401,0.0729325282188898,0.11523490453375876,0.05057510805088335,0.04549383617956614,0.09102342689484255,0.12381849933480252,0.09829848821909455,0.08749509805242761,0.0794903383635785,0.09952396706378386,0.08608545741390697,0.11164434778033377,0.07495953653499335,0.11240608902101624,0.07401946242198831,0.05864206725649329,0.09750635379081064,0.05528589756390592,0.10679347582980307,0.078736695399278,0.12376281846434221,0.09958520759544,0.11972900040846832,0.04882414410438123,0.08675634166458948,0.12004106040292317,0.09137326103849992
PROD0010,0.08656228011129029,0.08111083641972817,0.06981082900082684,0.0544452035292603,0.09800220219591049,0.08221703088887652,0.09225683684498225,0.07386747251092697,0.0928397987462164,0.9999999999999999,0.05016609951734554,0.06467201108362537,0.08914951271713213,0.10090771797345469,0.05179120434277663,0.1049056162321688,0.14059255388436842,0.08469937780082207,0.05301124902253514,0.04341126378534292,0.09143651321245706,0.09501225466648977,0.06376222940768515,0.10422185372308249,0.09025104719778304,0.049843818747974035,0.05724570279735338,0.07594948670842826,0.10363964255459607,0.06467010566551837,0.03463802427614388,0.0844000493963181,0.07648331416258154,0.07102875017645002,0.08746808208507177,0.12058137214071768,0.08494149989201005,0.09802561449306789,0.09733559333057529,0.05830091270216918,0.12062447485562085,0.07261131028321727,0.05847949545478417,0.11954623513031593,0.10647570214096318,0.03946374739623046,0.09219596612874774,0.05560762499850772,0.08047283274370176,0.07433161370894109,0.14019443807025228,0.0692872498264771,0.07236814582330553,0.06774919309314564,0.07403271381769616,0.15893988853234664,0.0874900393098118,0.1112481993480432,0.08324415747243255,0.06257329745834767,0.09681385487668831,0.09020420739064958,0.0687301741371201,0.1048994752755876,0.060764379288856314,0.08506585557131241,0.0931104242868105,0.08157293900355117,0.0717809752605862,0.14850470872291208,0.07092021936390094,0.08308797599601725,0.11099461284001734,0.09287278144183987,0.07010925507599286,0.09052071632290724,0.08125270558794462,0.06262202906863451,0.03943059603354347,0.07053695500113281,0.1284137072130315,0.04743563916810159,0.10541565710422976,0.0761212432915498,0.0590578183676419,0.08146866710052325,0.08582138157164831,0.03792364491285814,0.13510199370747425,0.05899588863782088,0.04324316290821874,0.10433413916804324,0.08078671646844328,0.06448739723822532,0.056293029286284844,0.16506209284709109,0.09333850204203528,0.06863562108449786,0.0731474413745724,0.0630906352534452,0.1071431303370853,0.050017713282715155,0.07441334724603796,0.06270404654365082,0.07014193001071584,0.05048778337012984,0.07108996539377875,0.06726803321541801,0.1427548340551709,0.10406728060479131,0.10429868055307225,0.06081354336011684,0.05110820644426243,0.043875232142641205,0.11026552231448032,0.07126637834913638,0.06890494027092044,0.07247335112600246,0.06999702647618343
